width	height	arkid
250.0	167.0	m30b93f2e8-2ffb-48c8-90eb-31a5e76608e8
250.0	167.0	m3e9effaed-b1fe-4621-b243-28f35184281b
250.0	167.0	m37cd93032-20ae-4f5c-95e6-eb94c80d9959
250.0	167.0	m3a90c8d3d-eae9-4b34-a131-a49a80489e69
250.0	167.0	m3ffc27eee-9e89-4b58-9b13-4dd418740ac0
250.0	167.0	m32389f0bb-7e86-428f-96c7-33e17561e318
250.0	167.0	m3a680cf5d-3bc8-4714-800b-b78a3134a79d
250.0	167.0	m3df19dca8-62c6-47d9-b999-3b013edb1f69
250.0	167.0	m30fd1a077-ce07-428b-b341-cb5bb2eba300
250.0	167.0	m3a74dd2d1-6d86-45d9-b4a3-42b6079b0884
250.0	167.0	m3ea744572-2c84-4da4-a7f2-5b279993a2ef
250.0	167.0	m37e929b89-9ed6-4cbf-862d-8267b7f56455
250.0	167.0	m3c7be7c54-de1e-4e31-96b3-c1595195405f
250.0	167.0	m3316aa0c4-9ec7-47e0-9e9f-a24090740193
250.0	167.0	m356630a18-ef99-46bc-8a5b-6eb7987e7619
250.0	167.0	m30f31d19f-f098-48be-881d-7370944fa0e0
250.0	167.0	m32e39f7df-2ed1-4f95-b63a-6f1bf823c46a
250.0	167.0	m370c73971-031b-4b87-ad7f-9ae4cbc91f47
250.0	167.0	m3506fb472-84f6-4663-b688-42e9f3dbfdc9
250.0	167.0	m3e4ac9e73-d81c-4c22-beea-45988aea9971
250.0	167.0	m33500359d-817f-4f6e-86f8-3bd092b8b6ef
250.0	167.0	m3e7246997-b679-455c-a4e3-275c7c446dfb
250.0	167.0	m3225eeabe-dd9f-441a-a4c0-c920e895e3bb
250.0	167.0	m36bf03130-d768-4f6e-aa5f-70aab5c5fc8b
250.0	167.0	m39b5c7cf2-7988-47c3-aaaa-398d8f0d77be
250.0	167.0	m3dc295391-841e-484f-9f50-cb25ed3d0342
250.0	167.0	m348be88eb-dce1-49c0-926e-a67598c86db3
250.0	167.0	m3d7e056da-dabc-4b33-92a5-a046f9675a18
250.0	167.0	m331665d06-8a4c-4ec9-ae1d-f18c0645c538
250.0	167.0	m39e77f8ec-6976-467a-afb2-e8e6a5f41a72
250.0	167.0	m332cabdc3-340f-4cf7-a71e-7ce41ef02628
250.0	167.0	m39b061666-0a92-4bfb-9ec8-c00e40c0b20e
250.0	167.0	m3979e81d1-8aa7-40cf-ae49-af732d696cc9
250.0	167.0	m361d80f02-e76c-4437-80f3-672a5ddf67d5
250.0	167.0	m3c6bec7b2-6ecf-463e-a891-bf3f5760e4f7
250.0	167.0	m3b7f6fbce-f337-4279-be37-dfe31b1142f1
250.0	167.0	m35042f843-2364-4645-8cff-71aea4ed77ba
250.0	167.0	m31fb98ea6-9be8-43e7-9270-9e790a17d7b1
250.0	167.0	m327b26538-4ad4-43c0-a7b9-edd6e904921f
250.0	167.0	m3e95b7ba8-df77-4bb7-84fa-7489d5f0a287
250.0	167.0	m321f8ad4a-4ac3-4838-8b4f-348019c375fc
250.0	167.0	m3288576a9-8598-4c0f-8222-65a378a56186
250.0	167.0	m3066b6713-d389-4cd1-a540-38b40549c5fc
250.0	167.0	m30922c652-2a1f-4a16-a9b2-16f4871a4749
250.0	167.0	m334a98933-802c-4db5-8a22-855274018ceb
250.0	167.0	m39afbff55-8df7-4ef0-b5a2-7210f2150b7d
250.0	167.0	m3ee4e1baa-53b4-4d96-8bf0-5b725e0593ca
250.0	167.0	m347d3a99a-75bd-423c-8271-25e496b047d4
250.0	167.0	m35300f14d-eca6-4263-8ecd-a7fbc966be08
250.0	167.0	m31c1e3671-c219-4711-8f25-1eee447060ff
250.0	167.0	m352c121fd-4b79-4621-9452-4571cd070ad0
250.0	167.0	m381c7b15a-5a62-4fca-95ff-7677871a7422
250.0	167.0	m3f1690ef0-2653-4220-80cb-26fe565dc912
250.0	167.0	m351c09b2e-5e62-4362-8d5c-d788d2af992a
250.0	167.0	m36ed66c83-a48c-4d03-9a96-2ac51f79b9f0
250.0	167.0	m3ba90a812-ef7a-467a-97c9-e0f64080ffac
250.0	167.0	m391f05f92-79b1-4974-bd26-ea6440144e8f
250.0	167.0	m39774d11e-f683-4339-a8c0-57edcbf2f45f
250.0	167.0	m35e92fe94-8739-4d71-bd1d-3b60e56fb60c
250.0	167.0	m3cf654568-15b7-4479-b085-da3fb14644fc
250.0	167.0	m35701f2f6-8f2c-422e-aeb7-04b23d72dc77
250.0	167.0	m35287f49f-3a8b-4152-a6c5-03ae8328b036
250.0	167.0	m374aad976-7971-47bf-8601-677ba5901400
250.0	167.0	m3d76c2cdb-cdb3-40d1-8f97-46a3342198a5
250.0	167.0	m3f4bd9d23-c3c4-4a94-a0f6-6bfb0c1a9520
250.0	167.0	m3fe0cffc3-8bdd-455f-af4f-3e1b2e3dca4a
250.0	167.0	m334726e30-d2bf-496d-95ef-aa2fe4794c37
250.0	167.0	m3af7402f8-65ec-40c2-8529-0d9a368052d5
250.0	167.0	m3625f7bd1-000f-4b57-941a-78f868684813
250.0	167.0	m3af138bd0-796a-4070-948e-fc7fab0ffbaf
250.0	167.0	m32aa42534-beb4-4469-8208-1472e046f869
250.0	167.0	m37332c924-13a7-4562-ae81-da1faa62e64d
250.0	167.0	m3633d3592-81e3-4801-a8f8-f6b1f133fe0c
250.0	167.0	m3002b4bc1-fff6-4c91-b468-3536821875d7
250.0	167.0	m3e268ed94-748a-4ddc-84fe-77ef9475c1dd
250.0	167.0	m3170ba085-2a46-4a67-854a-60f7d23c5627
250.0	167.0	m31d08a2d9-9e64-4629-952a-7da80445c7bc
250.0	167.0	m3c89d8cd0-9eb4-49f4-8e51-74cf88b22f67
250.0	167.0	m3f3981324-7212-4294-a976-ade530e1ab77
250.0	167.0	m360217e0b-3f79-4faa-ac9a-0cf8dfd3d242
250.0	167.0	m3ba4a34d0-fcf6-46eb-a9e7-6cdbc6e6ab00
250.0	167.0	m3adf1a227-10c3-49a0-b6c4-21119fd44771
250.0	167.0	m3b643449d-1b01-43ea-96c4-2270c485ef91
250.0	167.0	m35f5189c1-9e98-432f-8767-41ffc0dd2fb0
250.0	167.0	m3e9a642d8-d74b-48d7-8b7a-2a48ab346052
250.0	167.0	m38b0f89a5-8812-48cd-a09f-36cc59a146e4
250.0	167.0	m3dc702c96-626f-4d23-89fd-8d1a2a28f779
250.0	167.0	m331be484e-f291-42d2-ba93-52258181b993
250.0	167.0	m39aac7c90-c678-47e6-b5cf-7ee74506e720
250.0	167.0	m350e7eae8-0754-4dc4-984c-9bf83b9fd5c7
250.0	167.0	m3353feaa4-abc3-4e06-a258-467854bdf893
250.0	167.0	m39e0d4d7c-b0da-430e-b831-ae61bd9e4df8
250.0	167.0	m341c8d621-706a-4f67-8045-ce10701a3d0c
250.0	167.0	m3681a2800-955c-4040-a54a-e37149b9a41c
250.0	167.0	m34784a7a6-6e4b-4d3f-acb3-0aff824ed97a
250.0	167.0	m3f5a47cbb-1734-4b48-a25f-9fe0d1c90e14
250.0	167.0	m305cdc179-5978-49b1-8d0f-2916d355e89e
250.0	167.0	m348e90900-48c8-435c-96a3-17578603daa0
250.0	167.0	m37cc9b1dc-341e-4c22-8bb1-b5bf27d00bed
250.0	167.0	m36df6b916-e6fa-4371-9188-6fcbd5fa2c4b
250.0	167.0	m38e1714c4-0f42-40bf-9c4e-f999c3fd6846
250.0	167.0	m31ce4446b-8d2c-449c-92f9-cb40d39564e2
250.0	167.0	m30d3df08c-3ccf-4f50-a825-3a644cb8fc1e
250.0	167.0	m3df1507d8-5acd-4c2c-9aee-5aac5fb45275
250.0	167.0	m3a8b58e95-b682-420b-bad0-5cfeb855f0b5
250.0	167.0	m315785e7d-d949-487e-a440-17cce6e85ca9
250.0	167.0	m3b52be19f-808c-4a56-827e-613bfd3c74dd
250.0	167.0	m32b7c1446-30a8-44a6-a8c4-0023cf9bb083
250.0	167.0	m3e0a05896-9339-4852-ac60-ef5d34260eb5
250.0	167.0	m3d245bff1-523b-416d-ba73-ad20be1586d2
250.0	167.0	m32ad2f729-d850-45e1-a28f-e8f43cbdc5f8
250.0	167.0	m3e8780c41-8f15-4722-b97e-c32e330caf56
250.0	167.0	m3277382e1-06a4-477e-b2b3-5b87c93cd454
250.0	167.0	m3eca8daa7-f8b4-4019-9c5a-51c0f331251d
250.0	167.0	m329f99528-638c-45b0-88c5-46b6ded0516b
250.0	167.0	m307c8dae4-fdfe-451b-8962-90f045da9a96
250.0	167.0	m36069e679-eb32-4e61-b87a-9ce8f8111371
250.0	167.0	m37916c771-626d-4902-88dd-f9a8d9b2bde4
250.0	167.0	m33adffd5d-d5d9-413a-a3e5-5ee2a39fe46e
250.0	167.0	m3d4a4421e-83ab-45c1-bd10-cb8999315dcf
250.0	167.0	m3f1e47fa1-1306-4103-9917-72417022021b
250.0	167.0	m35dad97d1-cf57-4dce-a0ca-4fef5700225b
250.0	167.0	m3f59b6715-1c4f-4db9-9a8c-fa4419c7e7fa
250.0	167.0	m326b385dc-7148-4408-a937-fc78c32ff4aa
250.0	167.0	m37f15de1b-d642-49c2-8de6-f802cfb840fa
250.0	167.0	m3bfed55cf-1337-4137-b082-eb39f8ebddbe
250.0	167.0	m385846339-247b-4cb4-924e-fc97750ee51f
250.0	167.0	m3b524dffa-8a68-4a33-b668-c410cf3e5742
250.0	167.0	m301120752-9612-4190-8f5e-ca6c9eb4db48
250.0	167.0	m34f628bbf-4057-4097-a2c9-9f78ae60e91e
250.0	167.0	m37efb066b-e32b-4936-9c84-093a636369a7
250.0	167.0	m3ed2c8328-1e55-4443-9fe7-b4fa4f6d3554
250.0	167.0	m34b906857-480d-46a4-91de-16960bfae8fb
250.0	167.0	m32c943f01-4e0b-407c-9daa-c9b0636eeea2
250.0	167.0	m3f93835b4-8b1d-49f7-b66b-b0418aacddef
250.0	167.0	m3d71b0400-cbba-47b3-85b0-6051df4ff643
250.0	167.0	m32f2feb6f-0961-42c0-b086-c811c71db842
250.0	167.0	m3b558571b-3bb9-4fd2-be60-c7730e03c792
250.0	167.0	m3af424442-c88d-49b5-a804-fcf4f3ca6c3b
250.0	167.0	m315d1ce96-a281-4094-b5cd-dfe1b345afb1
250.0	167.0	m3f0d98c06-7082-4fbb-98f4-3b922248ee7a
250.0	167.0	m3088ef46d-07fe-4b89-a9f0-1ed387006ace
250.0	167.0	m3984d09fe-fc22-450e-a85c-43fb1e7b99d9
250.0	167.0	m3d514d434-ccc1-43fe-bd20-359417031871
250.0	167.0	m3d59969ee-6279-47f4-9ae8-3d965bd8e8c6
250.0	167.0	m3beb6945c-d38a-4bff-adac-bb646320e765
250.0	167.0	m3bf9173c5-a16a-46be-88b3-fade0f60b3e7
250.0	167.0	m3dde8c36d-5864-4e45-a277-7f976a6f0e59
250.0	167.0	m39c1b7246-6179-4f8f-9ec7-44c7c5df7b22
250.0	167.0	m3b3931276-af19-423c-8fae-f35e5881a71c
250.0	167.0	m3b01b72a5-938c-4443-9e59-cffa4872bd74
250.0	167.0	m3773fa1c9-27bb-4f60-b8f5-0b6ba4e3b1d8
250.0	167.0	m39cc12907-98a5-4ca1-8413-0d8286af5b91
250.0	167.0	m3ff502cbf-964e-45fd-b8eb-91ed02bb0dab
250.0	167.0	m38f91b5b8-a128-4852-b227-91485d2f466b
250.0	167.0	m325c7cb46-11a0-40b6-a94d-a028019df7c4
250.0	167.0	m3a6807067-4600-43bf-9b85-79b561dc911a
250.0	167.0	m315801be4-862d-43a6-91ef-7b905f3562cd
250.0	167.0	m3a60fb471-b80a-4f16-8c14-c00636cfb607
250.0	167.0	m304f9b32d-454b-42a0-b0a4-6a27f20a7423
250.0	167.0	m3521a009e-799e-4168-95f8-a2278bde3776
250.0	167.0	m365a977a8-47c6-47f3-bdc2-c0c2a7c9cf2e
250.0	167.0	m3cbc6a76b-2b6d-4968-8841-e0fbe7266bba
250.0	167.0	m322d406d0-0def-40dc-8177-a84cfd50a320
250.0	167.0	m3222b5d41-6353-4488-85e4-3ab2d12eb1c8
250.0	167.0	m31c84b3ff-0102-46c7-bbe8-65eac6a1ac3e
250.0	167.0	m3928a13c2-8e8c-459f-9821-4023def86f55
250.0	167.0	m32e155252-b2ee-465a-95f1-6eb2f62ed652
250.0	167.0	m3c8857d18-a488-4eaf-bd77-dc4542bfa14e
250.0	167.0	m39704f3bc-ad57-4783-95d4-ccb40e415c02
250.0	167.0	m35a9479ab-14e0-4ce9-984d-08d542f356df
250.0	167.0	m3c9497483-2da9-46b3-97ce-3830f3c9b65a
250.0	167.0	m39e76484c-855e-4da5-84ab-1d33bc95a5bb
250.0	167.0	m39bca83f1-0ead-4967-8f07-3a8cee1d8cf0
250.0	167.0	m3d0aa844f-0f6c-4eb3-b3c1-250b60acfba1
250.0	167.0	m331022c2f-6f11-42c9-a937-3c9190fb8bd7
250.0	167.0	m38b226092-31a5-4139-ba53-55b8808356bf
250.0	167.0	m31a5a7c46-7ef2-4bfc-a111-c1e536bb5e63
250.0	167.0	m3386e1ac3-f72c-4220-ac24-b274f2a3604b
250.0	167.0	m3a1f4e9c8-ae42-40b0-ac58-3c44f95f47b0
250.0	167.0	m336ef1401-6e0c-46f8-a430-b94e1ba2ffdf
250.0	167.0	m3b9642dcc-6268-4dbd-a1ae-30a998704f09
250.0	167.0	m397526892-41f1-43f8-8a4c-286ffab6cddc
250.0	167.0	m36e0ee683-50a3-4da7-8b25-97825332ea88
250.0	167.0	m3305c96dd-c6eb-4fc2-94ab-fdf64de60baa
250.0	167.0	m309c5534d-f5b0-414d-867a-3e36bd9f575d
250.0	167.0	m36e09adfc-4313-48cb-bda6-63b13edce421
250.0	167.0	m334b07234-2415-4aff-b3d6-8ff0ff22fb33
250.0	167.0	m3ad9cac2a-eb7e-40a3-bc95-59b9581d72e6
250.0	167.0	m334074884-68b7-4ebb-bda3-7bbc3db6b457
250.0	167.0	m33c7fcd93-5540-46ba-a358-e72256c08801
250.0	167.0	m33f6e05a5-6a76-446f-98f2-54ac2661af24
250.0	167.0	m373abd004-fe1b-4602-a74b-c98438230f64
250.0	167.0	m36867dd23-d4fb-4849-87fc-6997383c64db
250.0	167.0	m39f0a30e6-e081-4f43-b7b6-0811ceb19210
250.0	167.0	m3f95e6ff6-5b13-4419-b832-23197cf1a5bf
250.0	167.0	m355ce3fc3-c464-4ebe-928b-548ea152156c
250.0	167.0	m30260b988-3d86-4b1e-9554-26285117390f
250.0	167.0	m3009b6cd6-0988-4e6a-9e3b-6e91f5b1cbe8
250.0	167.0	m3feaf78d0-5e56-4f30-ad77-fab3ddd0d8e7
250.0	167.0	m3cdeaa765-9601-4345-831e-974315289189
250.0	167.0	m36f4c40b2-9fe5-4e16-b975-362854da2d61
250.0	167.0	m3dbf0d978-934d-4daa-9c44-8758d92ba538
250.0	167.0	m39d54df32-e9c5-4df1-b9be-114903ba94e7
250.0	167.0	m31011c1bb-e064-45ef-9add-0788e8e7ca0b
250.0	167.0	m34a96d029-fd69-4594-8f70-240eeed57b66
250.0	167.0	m3bac8d727-5b83-49ae-a304-d8342cd5e5ac
250.0	167.0	m337d524ff-9f61-4201-9eb4-a0adfce21a33
250.0	167.0	m393e2fff9-5d88-409d-b25a-6cdc3ea5f254
250.0	167.0	m30eaf7fac-34da-4af5-a6bd-9bc7760e6f00
250.0	167.0	m38bc0bdb6-55c9-4591-b58b-2ec689d8c844
250.0	167.0	m335fa2a2a-9c6c-4663-9102-0bd1c9b3a2c6
250.0	167.0	m3e9b34306-232e-4c05-b875-63263535ebfe
250.0	167.0	m34a00eec1-0834-4656-8e81-e17191761f64
250.0	167.0	m376352be7-25ca-441e-b1d1-790519e5fd77
250.0	167.0	m33c188bfb-3d04-4634-9196-63f2ba076396
250.0	167.0	m34e520ba8-21d5-4a92-96d9-51ba078c93e7
250.0	167.0	m30f4ce992-584f-41ab-8688-c220eba4562f
250.0	167.0	m370b61a20-605a-44b4-b7e8-6efb260196b3
250.0	167.0	m35fec91c1-9b2d-4c06-98da-9ce1b6202da1
250.0	167.0	m327c3cef4-4eea-47d3-a3f5-896e7df3406b
250.0	167.0	m36f907264-5f10-41cd-9e35-95ec4b44ea84
250.0	167.0	m3c0ef76df-1af8-4cf8-8dbf-31c6f242a430
250.0	167.0	m3603b021a-e772-4fc1-a623-6562bdc5b3d4
250.0	167.0	m3bfdea4e4-06ee-43aa-8b9e-8d16f43e001a
250.0	167.0	m3350ff6f1-be0c-429d-b458-eff46e4b36c2
250.0	167.0	m304774629-2d41-4509-b674-c50c4d6d2c78
250.0	167.0	m34ca51e92-d321-4366-be74-c351b9ebdb56
250.0	167.0	m3185cdd25-99e8-47ea-8c1a-c6a026557e1a
250.0	167.0	m397ca51ff-ed8a-46ba-b5cc-ddb4573059ef
250.0	167.0	m33170c432-7303-4eb4-a1b0-089cbea5af7b
250.0	167.0	m3594941d8-53e0-460a-9c42-3a54c48d7a89
250.0	167.0	m351bcef07-1f45-4556-8510-faa09c7846a3
250.0	167.0	m37d0299d6-37ab-426b-94b1-b9a8eee49828
250.0	167.0	m36bedc279-7fd3-4b6b-8592-546b9e5325fd
250.0	167.0	m3e16b1b6b-c674-4b33-ba6c-5d4d618c73a3
250.0	167.0	m3ba092061-e692-4b36-9c82-a0bfbeb3206f
250.0	167.0	m32daba20b-31de-4cc2-a045-077ebd30a5c6
250.0	167.0	m351ea356e-b533-4d46-994e-684f345e2bab
250.0	167.0	m30b1d53c2-9690-41d4-a4ab-0903134110ea
250.0	167.0	m3dd060689-3226-4cb2-bd84-7cb5212b79da
250.0	167.0	m311d94819-950a-41ca-84b5-a65e86757a23
250.0	167.0	m3180543a0-3464-4988-b844-ab43cad38b76
250.0	167.0	m370d57916-2c98-4cc0-92b6-ea8c2a15926d
250.0	167.0	m3c3e8d3bd-c456-403f-ae3c-516a22627d34
250.0	167.0	m3561177fb-e0f5-4038-8239-ac6a34d917f6
250.0	167.0	m34485d007-4517-4e1f-9e6f-1e876db95a33
250.0	167.0	m339639195-4fed-4e07-81a3-6f257546d9dc
250.0	167.0	m342004ce1-3ca8-4be9-b5fb-28a9b1312379
250.0	167.0	m386af03b8-e33e-4b8b-bc24-c0cff61e7623
250.0	167.0	m388c03aeb-8ae9-4173-b1c9-668062f12f31
250.0	167.0	m3929161e1-03de-4ead-b334-1a01bfbf44c3
250.0	167.0	m3a1f1368c-42ae-4d72-86dc-381878958f86
250.0	167.0	m395690b2a-ff15-4e4f-ac04-e88205c18bd7
250.0	167.0	m3b535d6bf-05df-4314-bb7b-7513e9e04c27
250.0	167.0	m33a14739c-8b4d-4e09-a9fc-072f8ca32896
250.0	167.0	m3371094b5-fa93-4359-967d-57be2e386775
250.0	167.0	m309d43d9b-4749-4871-aa2e-7b8f25c6a9da
250.0	167.0	m3cd918ec4-e75c-46f1-bc54-5af7bcc76542
250.0	167.0	m31e867622-afff-424b-a004-fd852fd2d0f2
250.0	167.0	m3aa7c3c60-9746-4452-b4db-8111bac8426a
250.0	167.0	m38c2067ac-1747-40ff-9cae-7cdfbb4a6998
250.0	167.0	m39f095a2f-650c-4319-941b-19e7f413608b
250.0	167.0	m3990855ad-00bd-417a-9d58-2964db735af9
250.0	167.0	m3480b0a60-b34c-4b89-80fa-6223c1d68d89
250.0	167.0	m3ea3e9ad9-e7ac-468b-b826-3fb5ca180e2b
250.0	167.0	m3340445ba-53a1-4977-902f-afe722fdf8a3
250.0	167.0	m37a8b82d1-5ef9-4174-bf1c-d479a4f264bf
250.0	167.0	m37bdeca4b-fa6d-4d02-8308-b7e7698f11dd
250.0	167.0	m3fa032a67-9181-483b-8648-9947b804096f
250.0	167.0	m343cbb9d8-edde-4840-b6c0-e158d5e13e20
250.0	167.0	m388b28730-4d64-407e-ab3d-02f8808e6d4c
250.0	167.0	m32a0fad7f-09d1-4917-b19f-974623853fe5
250.0	167.0	m3484dfd06-17d1-45a4-845b-32f1eedf627f
250.0	167.0	m35e9726a8-8858-47a3-8b11-f619b1cee7c0
250.0	167.0	m3bacfa1b2-c91c-4cc8-b995-03833e5f6b43
250.0	167.0	m3abb2c5ad-db9c-4003-8d45-c4c6890af204
250.0	167.0	m360855d36-2850-4e2c-a5de-0b327353a5c2
250.0	167.0	m39692e821-e4d2-4c44-b63b-12a4f37c6e67
250.0	167.0	m388a3f29c-76da-4c82-b083-cd80b56e7d6c
250.0	167.0	m30fc95ee7-d39f-4d27-9127-1537e66752ad
250.0	167.0	m354421f11-2441-489b-9e58-71587dbb70ac
250.0	167.0	m37272d34d-83d7-4ea6-81ea-b895a1448be7
250.0	167.0	m3dee9899b-b1e7-4d2e-ad39-eadbe1921cbb
250.0	167.0	m362653039-67db-4822-954a-4d815cb8c4da
250.0	167.0	m3f7bfbc82-c3fd-42fb-9bcf-c22f8ed3c821
250.0	167.0	m3ebb307a6-4c55-4ec8-967e-8d4ad8db0cfc
250.0	167.0	m3d83dea2c-9c42-46a7-a8d0-ce6aa220b603
250.0	167.0	m32664136f-dc78-44f9-9645-2e94b52fba2c
250.0	167.0	m3ec2c073a-68dd-4c20-b21c-04f0a686e801
250.0	167.0	m3dae8b68b-d75f-48de-9b3e-671716f6d806
250.0	167.0	m325f4beea-816d-457f-a8af-b85222dd84cc
250.0	167.0	m3fa314a93-fb96-401a-84b5-baa9eb11d2c1
250.0	167.0	m3b1462afd-9d67-4ce3-a964-7b3b33b54448
250.0	167.0	m39638c6c4-8b2c-4156-a50a-4408725756c2
250.0	167.0	m3eb94f563-2802-435a-b470-a788e49998bd
250.0	167.0	m3c47aeb6c-2c7b-45f3-99da-3e2d8af6d783
250.0	167.0	m358b4fb84-a125-482d-a709-defbce37e58c
250.0	167.0	m3183e934e-3eeb-4f45-a4d5-57e53c811649
250.0	167.0	m3e5dd2b8f-7f3d-4a95-a387-56381a730509
250.0	167.0	m3396e2056-b5dc-4229-ac9c-4bd343b68a5a
250.0	167.0	m3ef50b44e-0289-4fae-9b38-ae33370d1ea1
250.0	167.0	m3a48f4893-5362-4306-b10a-cbb3ce8ed89c
250.0	167.0	m3b94bf50f-8899-46ae-8453-3bec56348ec7
250.0	167.0	m36951c1c1-53fd-4eae-a837-32bd9e077de0
250.0	167.0	m345006d45-dc33-4a0b-8387-629be74836b5
250.0	167.0	m386af6c59-5aa8-4f33-8247-1704e324e3d1
250.0	167.0	m37cfba212-0d19-4307-9c28-9b2381efdbbd
250.0	167.0	m3c2bae9f5-082e-44ee-82af-ce3213cd6064
250.0	167.0	m3587b8b39-b37a-4432-8ce2-5c26fc2ff73d
250.0	167.0	m3a2505d03-3e54-4687-a29b-a52e7f3874cf
250.0	167.0	m3872451a8-65d3-479c-8d66-b1e0149bda9a
250.0	167.0	m33d8bd472-baae-49c7-878a-3c9c900e13b7
250.0	167.0	m37b9773bd-f5ef-4f60-a89b-96da06c2a5e5
250.0	167.0	m339012910-575c-445c-a0d7-767e3f08992b
250.0	167.0	m36d690832-f52e-4499-807a-e66e105599ba
250.0	167.0	m34ff00da0-8d39-40cb-bcdd-e8678c1a5c15
250.0	167.0	m3ae4b6c52-73ca-4360-9e14-86115195c25c
250.0	167.0	m339e8d504-0c94-4e29-9156-6068e7efd1a9
250.0	167.0	m3f8f95452-17bb-4a51-9f87-6febe0e3f435
250.0	167.0	m31693ee50-b2a4-477e-808f-0af7075ff19b
250.0	167.0	m3b6c9ffd2-42a9-47ca-b87b-04028d29b20b
250.0	239.0	m363c1c06f-bff7-4da0-b711-3d816fa0f9ca
250.0	239.0	m3afbe7c0b-a51c-45be-b489-744214698fda
250.0	239.0	m3041f8cc1-e839-46cb-8ae4-c6f84269910c
250.0	239.0	m39a2ccea7-6ccc-4e0f-9714-bca06eb6f33e
250.0	239.0	m3a60221a1-fa96-4e72-9393-b495dbaac134
250.0	239.0	m3bfb691cf-49fd-4ed6-b9d2-c92692273541
250.0	239.0	m3e8e25647-a325-42d8-ac58-cd568d2fcff7
250.0	239.0	m3b5b8bee6-a1f2-41c8-87dd-b1becf2b39e2
250.0	239.0	m32492cae4-4eda-4c1e-b9b7-48856774704f
250.0	239.0	m3568a2f56-776a-42fe-83ea-f5aad676f95b
250.0	239.0	m37d1550b9-a1e3-41e3-9a06-e99efba091bb
250.0	239.0	m35fd39b23-c976-4949-b1df-c2b8074a0587
250.0	239.0	m3debe42a4-22f2-40ba-98ed-23a7334edefd
250.0	239.0	m3723e7a07-7fb9-429a-9783-73fcc46ef27e
250.0	239.0	m3a042a488-021f-4fa9-942d-43b3462e8e2a
250.0	239.0	m30707c2ed-ccd1-46b6-8107-ff71c436d417
250.0	239.0	m3b1aab54a-7d74-4ca7-a1c0-a9a73b6f8402
250.0	239.0	m3b9af4434-9db0-42ef-97c7-c223d8c2baf8
250.0	239.0	m3a5c3707c-5676-4093-9bea-68e031662919
250.0	239.0	m3d30083a9-d690-461e-88f1-289842f8eb0a
250.0	239.0	m334c46937-de1f-4e70-a32e-c0536765b7e1
250.0	167.0	m353effba1-aaf4-419f-8f15-d175da0b05fd
250.0	167.0	m3af9ee9c5-91bf-4796-aa45-59111ae857a5
250.0	167.0	m33bd59069-1e1e-48c0-b1ed-90baf447b36e
250.0	167.0	m340883417-666d-4df1-bcdf-fe55fc39c87b
250.0	167.0	m3821f2972-fb1e-43c9-ae62-4d59a390c414
250.0	167.0	m3b11a1daa-b0ee-4d6e-8bbd-2ac34dda2cb6
250.0	167.0	m31fa199ef-bb5b-4db5-871f-6710f217403d
250.0	167.0	m3d8bab263-a06e-40f5-8a74-2179f034931c
250.0	167.0	m3847feacb-dbf8-4bcc-9a81-209a76f51c6e
250.0	167.0	m332d0d598-ee73-44ba-b3ca-7af99b6b0b1d
250.0	167.0	m33134bdcd-111d-4219-86d8-4b2100b0ca4c
250.0	167.0	m39cf265e8-302f-47b5-80ab-933459863919
250.0	167.0	m3b48f0edf-eee6-4348-bd65-c8778a5e0bce
250.0	167.0	m3e23851f7-ecd1-446d-9379-265cadd46754
250.0	167.0	m383151416-fea6-4037-a291-f0de7cf1ddf7
250.0	167.0	m31a6af170-050e-4ecf-8d4f-fdd97f0b3881
250.0	167.0	m3d88ad1e9-3556-4765-98db-8adcfb57255d
250.0	167.0	m330e39b64-8849-44bb-b9c8-a25a104c1faf
250.0	167.0	m3bff03295-228c-419f-b716-72eb1f1ee94e
250.0	167.0	m30c77a501-9d9e-4a81-900d-b81235184f44
250.0	167.0	m398bd15e1-db0d-45f9-bedf-47fe982bec6a
250.0	167.0	m3610eae52-a115-4ffa-81e6-684dfd9d0c55
250.0	167.0	m323e84a9d-dc91-4a21-abe9-b4957e8117aa
250.0	167.0	m3cf35e1ec-7991-4f76-8739-861d62a1e8b6
250.0	167.0	m365875de4-6b48-4fdb-bfe7-40d8a755ec45
250.0	167.0	m37fec5852-0d56-4432-a111-69803d1b0673
250.0	167.0	m39eba06dd-1068-4114-b733-cdcc2916c3dd
250.0	167.0	m38dd925aa-3ac1-4b53-bb60-da7e2ed5db0a
250.0	167.0	m33e7cee47-0ae9-44b7-9bb2-f1a5f664159e
250.0	167.0	m3a96fe26c-457a-410a-810f-89ca313cda8c
250.0	167.0	m33e3e7672-7882-4b07-bf1e-cfc0eee6ee98
250.0	167.0	m3cb4b97a0-cc43-49d9-9b30-dd412d4870a3
250.0	167.0	m3a469b3e7-7332-4d78-aea4-dae76a9808e9
250.0	167.0	m3aef2caed-0194-4c35-a4ce-8f0099d1f6d1
250.0	167.0	m3c321c6ec-4d9f-4f66-804a-6836147975a5
250.0	167.0	m3d2cbd9f1-747a-451f-b0a9-2f5686513b9c
250.0	167.0	m352df5b3a-8a12-4575-bc68-cdc7dfdcb597
250.0	167.0	m3f4d7fbda-6b26-429f-a974-f6c65de097a4
250.0	167.0	m362583c51-0994-4c65-8949-f1bbb8eaac88
250.0	167.0	m3683a7ecc-9143-4ec9-a1c8-0362af5f57b1
