width	height	arkid
250.0	188.0	m330500df2-8ba2-4af3-94c7-67523ccd5878
250.0	109.0	m32df0d5b6-be42-407e-9970-79a04e5611c4
250.0	127.0	m3c47e40e6-45bb-4e25-90d6-970a35ba37c7
250.0	238.0	m30a399b30-1fde-448d-9ab8-30506cc5ff0e
250.0	238.0	m3c5376402-a283-4a4a-b89f-22ae5be08481
250.0	220.0	m38322f67a-72d0-402f-81d3-2e50d7950983
153.0	250.0	m37a7a29f1-f390-461a-8360-3ce960fc1f58
249.0	195.0	m3fd0fea41-3026-4ffe-8540-5d75f5ceccb2
250.0	190.0	m3ffc0c558-c157-4dee-9d28-adc63d8e7299
250.0	175.0	m3e2921b8f-4a55-4fed-897f-9e0a286adc09
250.0	172.0	m3cc6617c3-7c90-483f-9733-ee55110dcac4
250.0	141.0	m3910b3fe2-941b-4284-86ad-c5731cd5766a
250.0	173.0	m304b9d74e-bfd4-4d1f-8691-c97ef3659258
250.0	208.0	m368057108-190b-4645-a4a8-95476ca69709
204.0	250.0	m362b27df3-3c1d-41e0-b8df-20af9feb8565
245.0	250.0	m3767ec06d-6f66-4d1d-b5ed-82ca632142df
250.0	172.0	m36a618fac-b687-4602-b458-2305b2bf1440
250.0	152.0	m3a4e94961-de93-49f7-9d5e-5d06b972effe
250.0	188.0	m33e6486b7-3cb4-4775-a46f-e488b2b270c6
250.0	145.0	m393419bb2-d0d7-4d53-87fa-d418a6aeb1d0
250.0	172.0	m3f6e4ab36-83da-4dbe-ba15-b5bbd925435b
250.0	175.0	m30880086a-7eee-4eb0-9c97-f0309bfce6ad
250.0	215.0	m351eb7a1d-50b8-41b7-a1d3-be3357339b81
250.0	133.0	m3241bfd9c-767d-4734-af6f-1f028e61f54a
250.0	220.0	m3a11a9273-5dad-4021-b329-4a416b2ded50
249.0	188.0	m329f847a8-ae35-44f1-81b3-306308a500d0
250.0	205.0	m3262a9638-f30e-47b0-81e2-1cd61108299a
250.0	241.0	m308b7463f-3e0c-467b-a5b2-2a635019243e
250.0	163.0	m33e6386f7-c9e4-44ec-9902-559e5e495ca9
250.0	163.0	m37f41ba5e-0a3d-4a5b-80b0-8061fbacdc64
250.0	158.0	m338b87a89-d163-4a62-862a-96e0c06583f9
250.0	230.0	m349899f97-3b90-46a3-a8f6-b72a83a048bd
250.0	154.0	m3f740728d-22d7-4816-897e-7edcc49c7c36
250.0	145.0	m3212b1813-a999-4239-9ec5-ef11320e27f3
225.0	250.0	m34c54cd8a-f51f-4ef3-8fd4-57a0e8576871
250.0	163.0	m3911a83ee-7331-487e-838b-cb4d43716551
250.0	163.0	m3b66964b8-b0e2-486c-81a5-7a294bdd30f5
250.0	176.0	m38ddef44c-f598-47ae-89b4-429713cf42d2
250.0	236.0	m30ce5b954-c94d-460a-8e0e-676768c778ea
212.0	250.0	m3c164128a-6f2d-4fb6-ad87-d9ee5c8a3029
250.0	203.0	m394301e6c-5709-419e-8107-2abaaa7f8927
234.0	250.0	m34fb99ecd-b0a2-4ccf-b8bb-b573ed985a16
250.0	241.0	m3a078ab33-06ca-44bd-8af5-266a47f76bcb
250.0	240.0	m3294d07b5-5094-4e15-8feb-691bee61a475
250.0	205.0	m38f48f5e0-a82a-4580-9e51-d56b62d3b342
245.0	250.0	m34c9461ed-3042-4356-bbc4-67a707e7290e
243.0	250.0	m3c35a9b78-edf4-4001-a319-6246fc6faf19
249.0	226.0	m39ddcecfa-d9e2-4453-b1a5-cb0a10e7e48e
250.0	249.0	m3f74cdd53-d018-493d-be0f-88a35edbc8f7
237.0	250.0	m31203637c-e78b-44cb-9aad-cfdef78af946
250.0	225.0	m3c9068359-7f3d-4318-8487-915ca65d81d6
250.0	227.0	m354835f18-4672-4982-bf39-14bf25363c7a
216.0	249.0	m34a9d2006-12f8-43df-82f2-86ca3ae098d1
250.0	203.0	m3ccf713f9-6392-4861-a1dd-6b5cebdadd74
250.0	157.0	m369aef032-c3f8-4692-9b63-3e646bd29e05
250.0	183.0	m30b1abacf-8aa9-4195-acd1-3c51f00d8308
250.0	170.0	m30d3952a4-08fa-44d4-961d-d70fc6591842
250.0	185.0	m3419e203a-819e-4238-bf0a-6db3bcc9b874
250.0	214.0	m338b39fd1-94bf-46cf-ab90-b7ea2e84188c
250.0	177.0	m360585159-889d-4d8f-97bf-e6f8855827cc
250.0	213.0	m3fd3741c6-d395-4714-96f8-9e7120f190eb
250.0	194.0	m3e08ca1c3-1dd7-4b62-8240-1e175fe604e3
238.0	250.0	m3e873e81f-396a-4876-befd-8c043aac6936
250.0	215.0	m362ebf4ea-2f32-44bd-8458-07e128f3f756
250.0	192.0	m384a07896-aac7-42c7-91ce-a951950a7203
250.0	187.0	m332678139-6c7a-4bcf-ad7d-0f023bb99fed
250.0	205.0	m3797b1b4e-9585-492b-8b21-0e1e3cce471d
250.0	186.0	m3fc87edd1-6f2e-4df4-a661-c11e440c7895
250.0	168.0	m359b0236d-a4f9-44d0-ae41-fbbbc8c1147e
250.0	207.0	m368cfc24c-9e12-4f86-8d6f-974ccd18f547
250.0	204.0	m372088d3b-dc17-48e5-9a04-8df4dc7468e5
250.0	231.0	m35e0618fa-1554-4a4c-ac02-2f79a506c93d
245.0	250.0	m34511599c-e674-4d3e-98a8-340bf9824afc
250.0	234.0	m33d7cb8c9-57ff-457e-90e0-d8b318acadf9
250.0	216.0	m35649fe65-6ce2-408f-91c2-205bddd929e4
250.0	202.0	m311f85c08-a4a1-4476-bd48-b5dc6458b1a6
250.0	158.0	m3de85d1a6-a04a-4e7d-aa67-3992221eb748
250.0	217.0	m34043119c-d30a-43b2-a1d6-51ccabe8853e
250.0	174.0	m3de7da137-27cc-48b0-ac12-ce01684732c5
248.0	250.0	m308be275a-ba47-489b-bea8-349145581e28
249.0	190.0	m349f55593-7230-42ee-9519-958a97556f82
250.0	210.0	m34caf0c33-2230-4765-9e87-e680ce551c8b
218.0	250.0	m3f7b8a468-6421-4c2a-a13d-5755ee3c9548
209.0	250.0	m3f4bc4c0a-c5b7-4fdf-94a9-4fa08b7b2333
250.0	234.0	m37b29c90d-30fb-4d6d-ab5c-007de2117900
196.0	250.0	m39d65eae8-5e40-43d9-a31c-77fd6f812e8d
200.0	250.0	m3094ef55b-6874-48fc-8dab-7ec29efc5931
250.0	201.0	m30d2ac53c-da91-49f9-8fc4-8b3eb5d9e873
250.0	234.0	m3e0e8feb7-d363-45d0-a5c4-29330e129508
250.0	163.0	m306d689f3-cc0b-4d10-9845-39d70bc9133e
250.0	163.0	m355d72b03-86d1-40a7-b9bf-ac824c2cd5d6
250.0	112.0	m3b7070545-42ba-4150-a9b3-2c31347232cf
242.0	250.0	m31c18edd3-8ed1-4b3a-bb91-fd6797711fe9
250.0	188.0	m31e1f0798-5948-4d6a-b51e-f96b38924b56
212.0	250.0	m363638eab-208f-4744-954d-e0b568a783dd
250.0	207.0	m35b2a96b6-167f-4627-b312-c0876de9da98
250.0	194.0	m33413c7c9-4666-421c-8708-826c915ce479
250.0	218.0	m3858d469e-ec4b-45f1-9abc-2bfec96cecbb
250.0	205.0	m305e19b27-ba19-405f-a862-08e87ab92c3c
250.0	242.0	m3865a163b-2869-4653-a650-25d473a81a03
250.0	204.0	m3b2805f2d-6dbc-4f06-8d9d-0b494fde0cec
250.0	194.0	m367c2f15d-b998-48c6-93e8-1cae8e90c44e
229.0	250.0	m33a87d6ac-c529-4d59-979b-3cc82a205ceb
249.0	151.0	m318be9015-f708-458c-a9ae-7cb89081f4b1
250.0	232.0	m3d46d9479-b88c-4957-9b26-19656bda5c06
205.0	249.0	m3d4ee5495-0a93-42ef-b145-8251f859db47
242.0	250.0	m315f28df1-a3ba-439c-9553-719febb996da
249.0	185.0	m3311e34ad-0888-4607-b1e0-6bbae33e24d2
250.0	250.0	m31d97cde3-111d-4608-babe-5ffa9ce91235
249.0	133.0	m3359c99a8-33f0-4cf5-96e0-80ef74269432
249.0	133.0	m31ea42111-a4e2-4f10-bdd7-56d3cb0c46e7
250.0	170.0	m35aa711b8-19d7-4e10-bbd7-346ef70fe7e3
250.0	180.0	m31e6c5f0e-5547-4adc-b41b-b9f214b7ec0c
250.0	231.0	m3eaf9c2d4-5ba6-4d8d-b093-c15c37c71ba3
250.0	223.0	m361961898-3c88-4d09-bde8-7d7ab281cfb0
250.0	158.0	m3e7b6e6f4-d12a-400a-8e19-bbc17aedf03a
250.0	238.0	m39ef50fcf-d182-45b7-8c58-b79631c0254e
235.0	250.0	m32659f56a-97c1-4e8f-bb2b-7b9536204fdc
250.0	235.0	m3bfe177ab-348e-4ac9-a7e9-26b42903f4ab
250.0	199.0	m37799cedc-a25c-4cae-9a47-431d623f069d
250.0	192.0	m3435652bf-16e1-4a38-9e58-b0487d82fd9b
250.0	173.0	m3f1758711-25ac-4eff-9a89-b4c1dff60adf
250.0	201.0	m35e7cbb5f-db38-4d36-90dc-d985b00dae09
250.0	230.0	m31b39d016-24cb-4120-af72-ca4f79b2d340
250.0	248.0	m381ab12ee-30d8-48d0-aa3c-078d3b36e38d
250.0	161.0	m3a3c37824-01f8-43ec-bc22-b2358ec11d54
250.0	157.0	m3f01453ba-204c-42fd-b8d3-48247e204823
250.0	168.0	m3ba246dca-ce38-4757-8537-01eabbb7a8d1
250.0	211.0	m3c0fe002e-0595-45ad-9db7-ced9d33093db
250.0	216.0	m36bc0dacd-1ec7-4b64-904f-e4f238545e96
203.0	250.0	m3fdbf5a33-d4fc-4548-b4ec-b02b065750b3
231.0	250.0	m3a9610c4e-1b1f-4a6d-a27f-34200e6bfbbb
250.0	220.0	m369476cf1-3226-4da5-a306-c149cad52de4
250.0	236.0	m3c345255c-4df1-4c2e-9610-90f33f1cdc6a
250.0	236.0	m304f661d0-0367-4c71-9627-724da20fec68
249.0	185.0	m3663bac94-984c-4b43-a711-f1baa55c326f
250.0	194.0	m3942ed8ee-e1a3-4470-abb6-b2d23f93633d
249.0	190.0	m319d6d7f8-ec40-4df1-8a68-d00875d636e7
250.0	250.0	m39a8b55d7-eaa5-410d-a59e-f57c8593622d
249.0	147.0	m387eadd91-54fd-458f-88de-5e1fe3c33994
250.0	212.0	m38d541a82-6868-4f62-ba88-fd805a35db30
250.0	154.0	m3e731b075-3551-41f8-8ebb-20933611c316
179.0	250.0	m3b1396ad2-9dfb-4d2f-b29c-0aa2df265e6e
250.0	239.0	m3566c3320-439c-4d6f-826d-710b882ba119
250.0	249.0	m38cb9fd05-a4c0-41bb-87dd-b86ee2272e44
232.0	250.0	m3226b3c54-04d0-4adc-9b59-8a631e5533b0
250.0	248.0	m32e4819a3-8f17-43a3-b6e4-c908469df145
250.0	220.0	m3183e243f-eb96-4aa2-8980-96bdb5702c44
250.0	207.0	m309c67196-ebb2-4c03-add9-52d7b2647e37
250.0	211.0	m313683308-d05e-420b-9f75-21eb89d34519
173.0	250.0	m3e9f0a16e-3ed8-4916-94c2-a8445ad1dd2c
250.0	225.0	m312b7c2d4-c0ab-478b-9b69-a19d591064a1
212.0	250.0	m3d02f21bd-0928-4317-a854-8b28e734a002
226.0	250.0	m391cd1719-edb4-4a68-ba84-b7cc81164e84
236.0	250.0	m31dfd086e-1ed7-4f22-81cc-ad5999f40b43
250.0	138.0	m372136ec8-e2b6-406a-87c1-29c471eee71b
250.0	178.0	m3c5ce22ba-ac83-47af-a458-0bff80d98074
223.0	250.0	m3756dfc5a-c820-434b-b785-f5bf50bbd0fd
250.0	248.0	m3d7acdde7-2b34-46f2-b5c3-b09e19c98bef
250.0	182.0	m39b92dc27-69f4-48a4-9638-5400007faa3f
231.0	250.0	m39d0e4998-c60b-4e10-9c57-cbb27312c79e
250.0	182.0	m3f662bead-fea3-4c01-b81c-ed7254afeec1
249.0	195.0	m3a388a84a-8d2e-4e70-96b9-84a5a7752994
250.0	213.0	m39c5af7d8-5e1e-452b-97bf-ecdcf81ffd33
250.0	191.0	m31d35739c-0b2d-4f1b-8cc7-27d84ea2067c
216.0	250.0	m346a6f7d3-0343-4103-b116-0254b2262da9
241.0	250.0	m3b8802dd3-88bd-4256-8bf9-a4f8b6be7fad
239.0	250.0	m3e5313276-22fc-4e8c-b325-6e6a8fc4ac2c
250.0	239.0	m3b238ea07-26c2-4c49-81e6-d89ce8598248
250.0	214.0	m31d605fbe-b140-4f78-ace2-cd2be71f10c1
240.0	250.0	m316e55337-8264-4acf-9a45-87a99a6c72d2
248.0	250.0	m33ea00bdf-45c7-483e-8c50-f0014cf4f6c5
191.0	250.0	m3b107871a-1d07-46ff-8010-aa3d0653563a
250.0	235.0	m3b16a2930-4686-4a47-9acd-e00764c84bf0
250.0	238.0	m3309f0be7-b7a6-4e27-8f85-303f954a5f01
250.0	243.0	m3a4b5ff38-2763-4b7a-a786-013540ab71a4
250.0	210.0	m32da1df65-b3d0-4fc0-bf79-ba136fe83c3c
175.0	250.0	m31b53a3c0-c849-4464-a6d2-21fedbde6e60
250.0	181.0	m32b637e37-b183-4966-aeba-140adbe40cbf
250.0	125.0	m39958b8c3-2e7b-4d36-84d5-d52625f76331
250.0	220.0	m302080dd1-5892-4c9b-a3a9-69eec438d775
250.0	130.0	m396efddd1-6336-434a-85b7-c2d918893ede
250.0	164.0	m36abfff75-9be0-4ea7-a6b0-1786fdc01a72
250.0	242.0	m34e7a0127-869e-401b-9afb-30a1d1f3ec81
249.0	179.0	m3e10ed409-9cc5-4e39-bba6-1e5544b863c9
157.0	250.0	m38804219c-0225-4918-a9c1-a82a1e96d692
222.0	250.0	m3ac155315-04dc-40ea-afd7-af87521a4fa2
250.0	240.0	m3cd3fcf78-5e5a-4c74-bf3d-fb794f293d26
250.0	118.0	m315f86eb9-3682-469c-965b-37141116a4c5
250.0	164.0	m309295d78-d11d-4fbc-bd50-42cb9ac3a712
250.0	157.0	m3d2385789-8947-4773-b630-f660745f11ae
249.0	221.0	m32174f0bd-eab8-4235-9f05-33d55d3b2f22
249.0	191.0	m389914dd7-3a9e-4897-bd01-d291a3d4b200
250.0	177.0	m30ac5ff81-7010-4483-9178-ddb2f088e351
249.0	250.0	m3420c12d1-d6ec-4cbf-967c-bda308da6947
250.0	231.0	m3f152e240-8749-4a94-8b11-60b95eae5127
250.0	209.0	m3fd0dddcb-9a9f-48d4-9157-e24569b2f169
250.0	234.0	m3a5dedc56-9eed-4ebd-9c85-68dfe26da041
250.0	197.0	m30f210253-7852-45b8-8c73-2a0174902b0d
250.0	224.0	m30e4e56b9-d01b-4e4d-9ab9-59cb58a08907
250.0	183.0	m3a03dd9a3-e671-431b-baa2-08aaf4dc4f37
249.0	185.0	m3ed1c37ab-095d-44a8-aa98-180b0fbd8183
200.0	250.0	m32bd3095b-52b5-4bbe-982a-bd82c858bdca
250.0	226.0	m333d1867f-36c5-459f-8105-890f022d6601
250.0	215.0	m3507370e1-89f2-4a9b-b361-0ce3f13e52e1
250.0	140.0	m3d1896b3c-0b08-4ade-ba4a-b8e311f7a7cf
249.0	154.0	m3af12f8b8-56be-4b24-97e7-cb83252da09e
243.0	250.0	m34dcabec1-b3c6-4f11-b3f3-529d06aacc5d
250.0	154.0	m302d967db-b3bb-4e2e-84de-1dddd937be73
250.0	147.0	m39785fa7d-7be5-401d-b6c6-d2afca5df533
250.0	120.0	m326e129d6-6a07-4f79-9ab8-57bb6441ff29
250.0	162.0	m316daaaa7-879a-4e9b-bb33-2db9b3a095a3
234.0	250.0	m3e19b257d-9631-48a8-8c95-ab2dc52bab7a
250.0	164.0	m3c5f1cb2c-c169-4e5d-b458-4bcf155d7cda
250.0	213.0	m3ad0ef49a-66f5-4c3c-9ca0-6f4650ff1b8e
250.0	190.0	m38b8455c5-0ea5-447b-97cd-099428457d29
222.0	250.0	m31f36b938-1b78-4da4-b0d7-2adcd22ae76e
221.0	249.0	m3f746ea94-3b63-4ae5-8fb3-5eb7f9ec237a
250.0	191.0	m3d5d41dda-59a0-45c3-b13a-379f86803125
238.0	250.0	m352898a43-3ec3-4084-8ede-a965fdf8612f
234.0	250.0	m3bfe7b030-9579-47de-a68f-ffde15c87d39
250.0	234.0	m3c19607e8-57a0-4725-a91a-f776c1f4c962
250.0	216.0	m3b633532c-2ee5-4fd0-b82c-b72a135e7d25
250.0	188.0	m3db762c40-9a46-4d4f-a3dd-c385d2a71072
250.0	188.0	m3b1efcd39-e56e-4658-9e9f-eff7ae0a5e0b
249.0	161.0	m304b64cb9-eeb7-4f41-ba48-374e21464317
250.0	188.0	m3ec5d95d9-347a-49bd-8624-8670a9aacac8
250.0	181.0	m36f956360-9b89-4218-afc8-b9bc68afe6a4
250.0	213.0	m303ffde5c-5e7d-454a-b600-d913c6bd57d6
250.0	161.0	m306163f9d-0ff4-4c6f-937f-1ba10e2ad83e
250.0	188.0	m3834366cf-818b-44bb-b0ea-53ce7e70da66
250.0	188.0	m3072129c6-6a1f-440a-8f9d-7953b110ce75
250.0	188.0	m3882d48a3-d6b7-44b3-9454-62e92cc4581a
250.0	220.0	m3ed5ce6c5-d5e9-4d92-8b57-4d4b39d864ea
250.0	188.0	m3bc3a8973-07d2-466b-a0d6-9d2a2e1b93b2
250.0	188.0	m326bd69c3-1327-4659-b1bc-268effa0c871
250.0	159.0	m39533e786-01ea-45c3-8363-0a3c70612fe4
250.0	188.0	m3be8e79ed-e693-40d4-a36f-ee8647224459
250.0	176.0	m34fa4fa0f-e9ff-4be1-a5ce-195568ef0a92
250.0	188.0	m3fdd165b6-b9b9-410e-8ea6-8e8acb6a8b15
250.0	188.0	m3475c7d70-dfd0-4c82-b412-663730d5dbe2
250.0	196.0	m3d8f2ade7-bb84-409d-87a7-0c29094de1e5
250.0	233.0	m3df3844f0-6087-422e-87d7-2a2d49e3f311
250.0	188.0	m3a7f621b4-9cff-46ec-a9a8-2a66f634e044
250.0	163.0	m32810f847-d9f2-403f-ab3d-b15f9d94a874
250.0	188.0	m3293d1964-e458-477d-b5af-b34605513404
250.0	188.0	m3c6b14744-30ab-4e13-84ad-68588f6bffd1
250.0	198.0	m37b6e699e-fb23-46d3-9073-95068f440883
250.0	188.0	m3417cb92b-817d-47ff-b5d3-998fe7360362
214.0	250.0	m3ac7ac517-a15b-47c7-b5af-ca5e81fae425
250.0	183.0	m3f71594f2-61c9-46c8-9b5e-b8cb229da408
249.0	174.0	m35378ea4e-8fe6-48f3-bb12-ca86434cc3e0
250.0	163.0	m37402a640-0c6e-4384-b111-eca998e3fd62
250.0	245.0	m339e86e60-c6db-4cc0-b7c7-22cd04570425
250.0	188.0	m3606242f7-f3f0-4dc4-8d40-6006cb9f6fe2
250.0	230.0	m395499216-bb7a-4054-a246-dcbff2a4bc0d
250.0	199.0	m3cbb46122-d945-40ab-b0d8-b176762f5694
250.0	188.0	m32663a2f3-33ee-43ac-aab4-2ff1eb35302f
246.0	250.0	m39a110999-b31a-475a-84a1-3f0a83228a5f
250.0	188.0	m3e6306fac-f4ef-4981-a21d-93fe5cc05e61
236.0	250.0	m39a7460d7-19e6-460f-a044-383c213d1a92
250.0	188.0	m3973f648e-d61e-4d19-854f-5ab66d2885ea
250.0	188.0	m3ef76b72f-8e13-4a1c-a835-f8f03a8f8930
250.0	244.0	m3a5721e9f-3f2e-49cf-bead-1bf6e501ea95
250.0	236.0	m324f2b375-136d-49e1-9d5f-9a3aac205756
250.0	188.0	m3dec18896-d79b-4d5b-a53a-ad2b22aa288d
188.0	250.0	m313f6227c-1b65-4b06-bc42-a7b0696a7541
250.0	188.0	m3d36bbf0d-73bc-4274-972e-02477cbbba09
250.0	188.0	m30ee67ec1-fbc6-4207-8bad-9ebab256fd04
250.0	188.0	m3ee5a8fd0-d67e-440f-9842-77462fb54042
250.0	188.0	m3b1d4a294-e879-4118-a218-176f4d1433ff
250.0	188.0	m3c523b372-42b5-44f2-b536-1c3653be1db5
250.0	210.0	m3c73775a8-d8fb-4853-907e-07a888270c43
179.0	250.0	m3e325c283-3843-4e31-83dd-e5dfa1b61481
220.0	250.0	m30864012c-74e9-4a3c-b582-03f406589422
250.0	188.0	m3eff3613d-3c97-437e-a548-4374a8ad2050
250.0	188.0	m3415e773a-457a-458d-8cb4-46ce8c68ab9e
250.0	143.0	m38522821c-2cf8-43aa-814b-05f1fbb212e1
250.0	188.0	m3f7b172d0-a170-47fb-a492-7bf192ba63f8
250.0	170.0	m3313b72c6-9cef-4b0e-bbd7-0adf6a41875a
250.0	178.0	m304e4afbe-ed7b-406d-9ee0-e0a8e5ddf2f4
250.0	207.0	m36c2d506a-efec-48c9-a31c-83ba21336a3c
250.0	188.0	m30fdab2d3-9d30-4da7-a71d-b3d6851bc38f
250.0	188.0	m361d10b9e-a8d8-49d2-902c-1e6b773c6b0f
250.0	188.0	m3140d130f-47f9-4c9c-889c-0507daeaed69
250.0	211.0	m3ed2d9733-497a-4ac2-bbb3-e43696429729
250.0	188.0	m3fbba193e-b6a9-4ede-bd6e-b918d315d90c
250.0	191.0	m35d1ba8cf-4456-45de-a139-45a7dd116287
250.0	188.0	m39306fd06-c88f-4ee3-8c56-56efd6646f29
250.0	188.0	m3448956a1-c9bf-4cd2-862d-a17afaf813b8
250.0	188.0	m3ba4e9a2e-e191-49be-9709-40b525549cb6
250.0	211.0	m3561b9d6c-34d5-4707-bc04-6ccc19bf0823
249.0	184.0	m39d8a833b-c9f7-4622-b781-5c8e73ccffe9
250.0	188.0	m36fe7a5bb-f931-4f39-ae48-6686e0993d99
249.0	181.0	m37082af27-e291-479a-ba7a-0023bf6cbe07
249.0	120.0	m36f495df2-b7fc-47b0-88c5-4bd47130bbd5
197.0	250.0	m325c6ede1-1021-4af9-9c24-db29baf2aeb5
250.0	166.0	m369817ab0-f80a-42f0-a477-d889cf54627d
250.0	188.0	m3931b0846-9aed-46f5-bfc2-75e5f7558adc
250.0	188.0	m36447f931-f0bd-4dc5-b487-c27111710ec5
250.0	198.0	m35be88824-3792-4aa0-83f6-8cb474fc2de9
250.0	163.0	m3f7a3559f-b653-4219-906b-61021b8e22a5
250.0	163.0	m3e7d65df2-9bdf-4ebe-9efa-f11fd2aa856b
250.0	194.0	m3f5e07dcb-6ef2-4d45-a05f-50bf596f3d6d
250.0	219.0	m39d9b559f-3174-4506-a9f6-84585bd76a25
250.0	202.0	m3585cff46-2864-4e35-b04f-9624275f97d5
250.0	124.0	m35225f85d-333a-4dd8-9139-a2b60de9bee8
250.0	183.0	m3a7b44267-4d1c-4f1e-9f91-6fca4fbdbdc4
196.0	250.0	m3c0e25217-ab93-4cda-a2cc-aa28676fcb03
186.0	250.0	m3fdbd1aa8-e06d-48f1-9080-b6270b04070b
250.0	205.0	m336082ecc-f17f-41b1-b4e9-ba3dd003c26a
246.0	250.0	m32aa07e0a-30b9-45f9-aacf-eb580072dc03
250.0	196.0	m32a0ad5fa-495b-4126-9bf2-f6fdd520055f
250.0	219.0	m3fc2200dd-cb52-4bfc-9f18-58c9faa5dff7
210.0	250.0	m3cc15d2c8-e770-4683-bba9-1244fe998806
250.0	206.0	m34221899e-25dd-4d3e-a2de-8679c0e67548
250.0	178.0	m371766c44-c9ad-4e88-a31b-4598c5cb7f7f
250.0	188.0	m3c788ec8d-ca7c-44b4-9938-4ee7656e0230
250.0	211.0	m300d77034-f6bd-4c65-89ae-8fb60ee683b1
250.0	146.0	m3134dd74f-354f-4e6c-931b-0a653d258499
250.0	233.0	m3c8c53d0b-3a75-44cf-9ecf-16f81df336f2
250.0	205.0	m3acbc4333-bb56-4e81-8ed7-ba23faf505ad
237.0	250.0	m3962bd2d7-1c97-4eb9-abcc-c8ebfdb65fd1
250.0	215.0	m30e00da58-8784-4639-b4f3-87499120669f
250.0	241.0	m32105d148-3978-4ca2-9523-7d1b870e80b7
250.0	228.0	m3f4e6181d-a9f4-427f-949e-fa2c209de8c0
250.0	219.0	m343afbf66-fba7-4cdd-a2ac-a2767a42afa2
250.0	216.0	m3116713e5-238e-4405-a4e8-e5c47da187c9
250.0	168.0	m39065421c-5671-4b90-a118-e3b4bb3f5691
250.0	177.0	m36f13c6fa-e16b-4a32-9957-045518397bd3
250.0	197.0	m3e8167d1c-2856-4b98-8f55-593ed1133e1d
250.0	171.0	m3ffb5e41c-85c5-4fed-a1ae-84b35c746646
250.0	188.0	m37edcb5f1-c8f4-4eb6-bbf3-6486608c3d0a
188.0	250.0	m33d79967f-d9ec-487b-a67d-bf3bb853deba
250.0	212.0	m3682d84e6-8767-498e-a576-784fe2e27827
250.0	165.0	m3ce4e79c9-0848-4c83-821a-8906ddff4755
250.0	172.0	m3634a10b2-aaeb-49eb-83d8-4b6238e73a56
249.0	175.0	m3e7955298-0f00-4a87-9efb-9ab7d4ea15b1
250.0	164.0	m3dc056e24-947c-436c-ac24-00b731607989
250.0	180.0	m3049edcd2-360a-427a-b9ef-ca333c8eec18
250.0	159.0	m3b4457565-c219-485b-8ef8-fd1aac6e5afd
250.0	213.0	m3ee5efb5a-bd16-4b13-89fe-8974a0c40ccc
250.0	202.0	m3268cbb66-d4b1-4796-88b6-b3ce769c3e37
234.0	250.0	m37695472e-b55a-4400-9dd8-58d0ee1591cb
250.0	226.0	m343e278f1-0ac0-4c1c-b43b-af218eee55a5
250.0	223.0	m35727c721-3dd6-4cf2-be23-9cb89a92bba3
217.0	250.0	m3e76cb7e6-de92-4870-8dbd-fcb737abe4c8
250.0	235.0	m38c22b88f-6810-4100-a0fa-e927ae86f61d
250.0	223.0	m32826aeef-6652-4476-80ec-c5ad24511f5e
250.0	238.0	m323f6be65-b67f-4eed-9164-d53dfaa48bc6
249.0	250.0	m3ff7562ba-f21e-417a-81f1-b027db6a5ae8
250.0	179.0	m3199ac5fa-547f-4409-bbe9-23025725b2dd
250.0	180.0	m39ac05bac-4820-4a4b-882b-c7266df46d73
250.0	238.0	m33e549629-c550-4216-9a5e-9cc19383836e
250.0	218.0	m316dbaf2b-acab-47b4-9dea-79721e38150c
250.0	158.0	m3b5f0134b-da80-41a5-8d25-ce18021e629c
250.0	188.0	m326c7f04b-3ebd-4e63-8a58-324325c8df29
250.0	198.0	m32e51bc63-91d3-483c-85ff-172531bb3466
244.0	250.0	m3c5949503-9eff-4def-9f91-f0005d682aef
250.0	188.0	m3da94abeb-1181-4bc8-b486-48b2c34b4a7f
250.0	203.0	m36a1aa8b1-66b6-41a4-80bf-bfce029c1a30
230.0	250.0	m3b14bfec6-dbb2-4de1-a922-dc450548161c
250.0	193.0	m33b593352-52d4-4fe3-8fca-b7927ff7f670
250.0	231.0	m373535824-ee35-4ca9-9114-a629179389c2
250.0	240.0	m3096a43fe-46a8-4bc4-ad9e-080d916ecc3e
250.0	184.0	m38a3332db-ecd9-4d9b-8997-0ac77b0a1d74
250.0	177.0	m3fe82c715-0b32-4a94-b261-aa3c7be2ebee
196.0	250.0	m374568296-ba1a-409a-a5d3-2475c448e969
226.0	250.0	m39a0bf745-d4a0-459f-9f81-a39ccb3df45d
224.0	250.0	m351f117f7-d89e-4edc-869b-b8eb1c9c0bb8
250.0	216.0	m375cb511c-81ab-4626-b78f-6ee8c8fd0131
209.0	250.0	m3ef25e02a-1fa7-4d52-9957-dfeaba5d00ab
250.0	183.0	m39b259e63-62e1-4707-a808-bc62f97dac99
250.0	178.0	m3937576ae-f3ea-4995-82c4-433f16a90925
195.0	250.0	m390374801-3380-4dd5-b915-678efa0e40be
250.0	147.0	m3f202f1e8-ddd7-4310-b477-0dcdc247f7ac
250.0	141.0	m316d49bb5-bae4-4e76-aa74-d07bde63d97b
250.0	159.0	m31a464c65-ea5c-48af-bbbf-7eda9efedbc0
250.0	132.0	m310bf4b39-5af9-4b02-be51-d0dd91fc3b85
250.0	152.0	m30bb7bda3-961b-46da-9908-e7f8f7a47197
250.0	181.0	m38b12ef96-beef-46d8-b5f2-9ca3123b1e2a
250.0	187.0	m3e7068566-2beb-4b88-8052-7dbbab7121ff
