asset_name	image_arkid
NMNH-1598667	http://n2t.net/ark:/65665/m388b3a78b-ea58-4bc5-88a3-6228623beadc
NMNH-1598676	http://n2t.net/ark:/65665/m342cf89e9-7db8-4950-a711-df6f9f45b10b
NMNH-1598853	http://n2t.net/ark:/65665/m30710c5fb-117a-4c9b-ad76-27e0e66d3491
NMNH-1598854	http://n2t.net/ark:/65665/m3eddbd88e-7d68-4453-87c9-1cf9a9ecc9a2
NMNH-1598856	http://n2t.net/ark:/65665/m3f1e69e1b-7897-4c40-8d02-6ac1c9fc83af
NMNH-1598857	http://n2t.net/ark:/65665/m380591964-cb7c-4f20-88fd-7e2f5cb23fdd
NMNH-1598858	http://n2t.net/ark:/65665/m3472d62f4-f83a-4f74-9ab5-f141b26df316
NMNH-1598859	http://n2t.net/ark:/65665/m330bd1e66-36bd-45aa-a441-7dbb601d778b
NMNH-1598861	http://n2t.net/ark:/65665/m3d49da57c-92a4-40b2-ae4a-05e47324011f
NMNH-1598865	http://n2t.net/ark:/65665/m390dcf3b3-6a9c-4b48-8535-4b9de491817d
NMNH-1598866	http://n2t.net/ark:/65665/m3919fafd9-858a-4d00-9759-6e0f99cfcdf4
NMNH-1598869	http://n2t.net/ark:/65665/m35be34d24-7f70-4ba7-b06b-2501ab701b15
NMNH-160500molLeft-000001	http://n2t.net/ark:/65665/m3d988b61d-4551-4afb-9287-e222ba9aafab
NMNH-160500molLeft1-000001	http://n2t.net/ark:/65665/m37b595ced-47e9-4a47-9dd6-760f65f37d8b
NMNH-1607285	http://n2t.net/ark:/65665/m3c4d11c48-d95d-49b2-957d-e470fb8859f2
NMNH-1607286	http://n2t.net/ark:/65665/m3d0b9d706-3921-4800-9baa-d61c33816b92
NMNH-1607288	http://n2t.net/ark:/65665/m3d0267b4b-dafb-48a7-bc91-c867dad38b81
NMNH-1607289	http://n2t.net/ark:/65665/m3f221446c-c043-4d35-8a5f-6743b073ba40
NMNH-17899_anterior-000001	http://n2t.net/ark:/65665/m35a6a732b-ca5c-495c-b99a-6ae1d0dc13c3
NMNH-17899_lateral-000001	http://n2t.net/ark:/65665/m3dbc36f17-57ff-4c4f-81ba-ae746a40b206
NMNH-17899_posterior-000001	http://n2t.net/ark:/65665/m392b453c4-c907-4481-8290-2680d57b8263
NMNH-183056molright-000001	http://n2t.net/ark:/65665/m3a2da7c27-8a2c-4b32-b9e3-282a5929c5aa
NMNH-183056molright1-000001	http://n2t.net/ark:/65665/m395393e7d-97d0-4798-bc8f-7ed110038c4b
NMNH-187073	http://n2t.net/ark:/65665/m3a6ab884f-67ff-40e9-8bb7-9ca1406b49ed
NMNH-2008-481-000003	http://n2t.net/ark:/65665/m3d5ec85a7-351e-4a96-a741-5e446d831863
NMNH-201007311006Scleractinia	http://n2t.net/ark:/65665/m3561114bd-01d5-4546-beae-bc00bdd0e4a5
NMNH-201007311006Scleractinia3	http://n2t.net/ark:/65665/m38f14a331-0652-4dfb-8cd7-c870f159721b
NMNH-201007311006Scleractinia5	http://n2t.net/ark:/65665/m3a63fbe7d-c378-4706-9418-97177bf9fefc
NMNH-201007311006ScleractiniaDeck	http://n2t.net/ark:/65665/m380bee329-dce9-4a2f-a3bd-55db61ec98aa
NMNH-201007311006ScleractiniaDeck2	http://n2t.net/ark:/65665/m354f26753-31bb-4176-a732-02ea4286bf89
NMNH-201007311006ScleractiniaDeck3	http://n2t.net/ark:/65665/m360e354b2-5d32-4c41-acab-527c7c007649
NMNH-20190627_100401	http://n2t.net/ark:/65665/m337660286-26a0-4ea0-9d8d-b7a9a44d60b4
NMNH-2316Mrobustusanttestis5x	http://n2t.net/ark:/65665/m32c21b284-7b8e-4bbb-a0d7-19f62c627f96
NMNH-2316Mrobustusdeepfocus5x	http://n2t.net/ark:/65665/m3d9c0695b-b736-4926-9dc3-af0f302be84e
NMNH-2316MrobustusFantend5x	http://n2t.net/ark:/65665/m34feeba93-4c33-4065-a72b-a3ae55ab73fb
NMNH-2316MrobustusFlem15x	http://n2t.net/ark:/65665/m32f6938d4-ed2d-4dcf-b0e2-946783b0ab20
NMNH-2316MrobustusFlem25x	http://n2t.net/ark:/65665/m3e89511f5-6b61-47a7-bae5-9ee83e740430
NMNH-2316MrobustusFlem35x	http://n2t.net/ark:/65665/m37638c360-28e9-4df7-8098-818c35605935
NMNH-2316MrobustusFlem3adeepfoc5x	http://n2t.net/ark:/65665/m3e38c8a89-96fd-4b54-b1c4-e8bcbf694afa
NMNH-2316MrobustusFprob20x	http://n2t.net/ark:/65665/m31c60a297-0d13-4283-8328-19789de28f8e
NMNH-2316MrobustusFprobrecp10x	http://n2t.net/ark:/65665/m3167c10d5-5179-4a6c-b572-07c78f475df0
NMNH-2316MrobustusFprob2hifoc20x	http://n2t.net/ark:/65665/m356976328-8034-431f-9344-a7bfd240f674
NMNH-2316MrobustusFwidth15x	http://n2t.net/ark:/65665/m3747ecd94-beea-4aa2-9c35-0c30bc156958
NMNH-2316MrobustusFwidth25x	http://n2t.net/ark:/65665/m3613a0314-61ee-4317-a618-b4f4cc2e71cc
NMNH-2316Mrobustushifocus5x	http://n2t.net/ark:/65665/m3a1f89ed3-a3dc-4315-8c50-da27dc62df14
NMNH-2316Mrobustuslem5x	http://n2t.net/ark:/65665/m3438c72d5-9929-44c1-9ae9-70e2b714eaa0
NMNH-2316Mrobustuslemend5x	http://n2t.net/ark:/65665/m343972d19-8921-44a5-95cf-968d9841cab4
